Ticker,PE Ratio (TTM),PE Ratio (Current),Market Cap (log),Beta,Dividend Yield,EPS Growth (ROE x Retention),Cluster,Sector
L,13.958651,13.756997455470737,23.840150193072805,0.535,0.23,0.089238994,0,Financials
MPC,16.209816,16.290513833992094,24.997643144853782,0.522,1.58,0.2055231299999999,0,Energy
MNST,45.04831,44.93719806763285,25.236312604870847,0.542,0.0,0.26654,0,Consumer Staples
NEM,12.673152,13.203631647211411,25.370638624298387,0.455,1.02,0.22448008,0,Materials
NOC,16.131935,15.898777812597933,25.015293566153712,-0.121,1.85,0.2025207217939999,0,Industrials
PCG,13.023255,12.891472868217052,24.33411277280157,0.272,1.2,0.078004190163,0,Utilities
DGX,21.77704,21.36644591611479,23.807027601569292,0.587,1.78,0.0930205126942002,0,Health Care
RTX,34.52533,34.11444652908068,26.235955130428795,0.306,1.52,0.056663187,0,Industrials
REGN,15.001404,14.946315275744269,24.889164572962887,0.238,0.61,0.132765048,0,Health Care
RSG,29.911766,29.31994261119082,24.884386223675374,0.415,1.22,0.118845394478,0,Industrials
RMD,18.422298,18.19015444015444,24.044147014338247,0.782,1.27,0.1957322405246,0,Health Care
ROL,40.70642,40.74311926605504,23.784904783291527,0.727,1.64,0.1396796592239999,0,Industrials
ROP,20.57411,20.330831769856157,24.22580951333157,0.762,1.12,0.0710686329012,0,Information Technology
SYK,35.6185,35.2242774566474,25.49491145740578,0.785,1.16,0.09148879696,0,Health Care
TPL,50.851852,49.534979423868315,23.96466651867548,0.611,0.66,0.254605612,0,Energy
TRV,9.40197,9.269173381080275,24.927896288434845,0.495,1.61,0.219537864,0,Financials
VRTX,27.675964,27.7026706231454,25.49699346771765,0.31,0.0,0.24197,0,Health Care
WRB,14.474577,14.097457627118644,23.959350579804024,0.311,0.6,0.186254868,0,Financials
WMT,42.239437,41.260563380281695,27.584611786617224,0.599,0.84,0.1603812671736,0,Consumer Staples
WM,31.519539,30.869753979739507,25.194483955781713,0.457,1.66,0.1512067300128,0,Industrials
WTW,15.142185,14.863102232667451,23.91543348513095,0.45,1.52,0.161095576,0,Financials
ZBH,22.743525,22.56217616580311,23.555541751635335,0.472,1.1,0.0455663458960999,0,Health Care
ALGN,29.089224,29.25252525252525,23.23893571029488,1.671,0.0,0.10824,1,Health Care
AMAT,54.746002,60.22389463781749,26.858927460319126,1.672,0.33,0.3282131728069999,1,Information Technology
ANET,55.34247,59.78082191780822,26.03884228562246,1.611,0.0,0.31520998,1,Information Technology
XYZ,56.64844,57.08593749999999,24.48810059995064,2.552,0.0,0.03743,1,Financials
CCL,12.477974,13.299559471365638,24.39281161337411,2.331,0.99,0.260119167,1,Consumer Discretionary
CVNA,37.913292,38.53757225433526,24.999118398447617,3.449,0.0,0.60172004,1,Consumer Discretionary
COIN,58.46691,60.60294117647059,24.458507849644985,3.32,0.0,0.06686,1,Financials
DASH,81.995285,81.16981132075472,25.050585295933978,1.811,0.0,0.09922,1,Consumer Discretionary
FSLR,16.39011,17.00775694893342,24.028148208584746,1.692,0.0,0.18436001,1,Information Technology
FLEX,63.722225,66.58547008547009,24.72386024008552,1.638,0.0,0.17347,1,Information Technology
GNRC,86.42634,92.64576802507838,23.51013312554111,1.91,0.0,0.07388,1,Industrials
KKR,32.195576,32.95918367346939,25.20355573840428,1.791,0.77,0.0573422319932,1,Financials
MU,50.710896,57.14056603773586,27.823618232900703,2.173,0.05,0.389588428566,1,Information Technology
NCLH,16.108871,16.161290322580644,22.939282167418952,1.908,0.0,0.29533002,1,Consumer Discretionary
NUE,23.865213,24.274529236868187,24.72768607442674,1.906,0.91,0.09579843,1,Materials
NXPI,28.635147,30.872970391595032,25.049956158816137,1.788,1.25,0.1580271789185995,1,Information Technology
ON,87.4037,97.44444444444444,24.54922612735011,1.977,0.0,0.074939996,1,Information Technology
QCOM,21.412333,23.86021505376344,26.06983982375464,1.596,1.66,0.2227042832166,1,Information Technology
HOOD,50.63592,51.31553398058252,25.2658335873332,2.348,0.0,0.21461001,1,Financials
RCL,18.49756,18.863414634146345,25.12214499477253,1.784,1.62,0.367209432,1,Consumer Discretionary
SMCI,17.694736,18.663157894736845,23.802781644672685,1.869,0.0,0.17877,1,Information Technology
TER,76.46197,84.78664192949908,24.89017473908717,1.794,0.11,0.26136624885,1,Information Technology
URI,27.283102,27.93149284253579,24.925920615857667,1.82,0.72,0.229397388,1,Industrials
VRT,80.84386,90.16624685138538,25.537722092589753,2.037,0.07,0.42828620809806,1,Industrials
ZBRA,29.041065,29.672705314009665,23.16159833579296,1.626,0.0,0.11781,1,Information Technology
