Ticker,PE Ratio (TTM),PE Ratio (Current),Market Cap (log),Beta,Dividend Yield,EPS Growth (ROE x Retention),Cluster,Sector
ABT,27.416666,27.653225806451612,25.90069319964724,0.782,2.45,0.047385416,7,Health Care
AFL,16.151026,16.19941348973607,24.779062723090956,0.652,2.21,0.0865525639999999,7,Financials
LNT,23.079617,23.200636942675157,23.652713887311283,0.598,2.82,0.039941965,7,Utilities
AEE,20.860916,20.87476635514019,24.153249273425672,0.533,2.69,0.0531931994651999,7,Utilities
AEP,19.893394,19.92192192192192,25.000164206323596,0.57,2.86,0.0547386277458,7,Utilities
AIG,14.0521,13.88950276243094,24.435399310737818,0.601,2.39,0.0501430229999999,7,Financials
AWK,24.202988,24.277680140597536,24.015131892819802,0.734,2.4,0.045059328,7,Utilities
ADM,32.74888,33.10762331838565,24.284107331350995,0.636,2.82,0.0040222896395,7,Consumer Staples
T,9.302599,9.31907894736842,26.01140973698997,0.539,3.92,0.1365619099999999,7,Communication Services
ATO,24.535202,24.63754889178618,24.16153825503282,0.688,2.12,0.0488914409999999,7,Utilities
ADP,19.60577,19.616346153846152,25.13566519651749,0.856,3.33,0.290129147,7,Industrials
BDX,25.312517,25.24673202614379,24.750830720191804,0.352,2.72,0.02217456,7,Health Care
BMY,17.070808,17.22543352601156,25.515704521277684,0.273,4.23,0.1133589154291992,7,Health Care
BF-B,15.604651,15.55232558139535,23.233808170590812,0.421,3.42,0.096082402,7,Consumer Staples
BG,26.03347,26.25152129817444,23.93555698908183,0.696,2.16,0.026009004,7,Consumer Staples
CNP,27.228125,27.31875,24.07312158845637,0.532,2.1,0.0433934982,7,Utilities
CI,12.399738,12.17952187640956,25.0196457043635,0.272,2.31,0.11010101,7,Health Care
CINF,10.487154,10.43544137022398,23.933483002301926,0.642,2.24,0.1235734143964,7,Financials
CMS,22.212494,22.260623229461757,23.907552236421836,0.424,2.9,0.0417304624623999,7,Utilities
KO,25.36349,25.23684210526316,26.528014430313817,0.361,2.69,0.142489347,7,Consumer Staples
COP,20.702042,20.52201257861635,25.804292977598173,0.192,2.57,0.061686144,7,Energy
ED,20.338654,20.466312056737593,24.447633854553,0.335,2.98,0.034822524,7,Utilities
STZ,24.13501,23.736263736263737,24.01036811974571,0.432,2.7,0.0521933976109999,7,Consumer Staples
CTRA,15.508929,15.428571428571429,23.995868616830364,0.27,2.55,0.074521522545,7,Energy
DRI,20.665613,20.709915611814345,23.839308174884,0.627,3.06,0.1949720521319999,7,Consumer Discretionary
FANG,33.89547,33.77700348432055,24.728438218341037,0.488,2.17,0.0112759649999999,7,Energy
DTE,20.995022,21.058321479374108,24.147655807994738,0.428,3.05,0.044945307,7,Utilities
DUK,20.839144,20.9540412044374,25.351484406393883,0.454,3.22,0.032205888,7,Utilities
ELV,12.086309,11.934126984126983,24.93125342744554,0.498,2.29,0.09655275,7,Health Care
ETR,29.391304,29.386189258312022,24.686176157147536,0.565,2.16,0.04051024,7,Utilities
EOG,15.7305155,15.657519209659714,25.065536468729018,0.333,2.86,0.095487746,7,Energy
ERIE,23.670412,23.3623595505618,23.304911831462526,0.438,2.34,0.125757394,7,Financials
EG,8.642819,8.650886008992329,23.303399036375165,0.333,2.45,0.0855177479999999,7,Financials
EVRG,22.519125,22.633879781420767,23.666652587767356,0.599,3.36,0.02253647,7,Utilities
EXC,17.972527,18.06959706959707,24.63932236334074,0.505,3.41,0.041125104,7,Utilities
EXE,13.704095,13.723910171730514,23.939695223403017,0.459,3.07,0.0582418756987999,7,Energy
XOM,24.247763,23.98358208955224,27.24083728151411,0.288,2.56,0.044656431612,7,Energy
FITB,13.40085,13.345609065155807,24.480684024668967,0.973,3.4,0.0687319387451999,7,Financials
FE,28.980114,29.153409090909093,24.106891947791848,0.59,3.63,0.0,7,Utilities
HUM,18.554426,18.090539165818925,23.81410370210526,0.445,1.99,0.0450636794078,7,Health Care
IBM,22.10413,22.276481149012564,26.166003225958665,0.685,2.71,0.139823373954,7,Information Technology
KDP,16.643791,16.542483660130717,24.267074222261662,0.361,3.63,0.033315372,7,Consumer Staples
KMI,24.054747,24.065693430656932,25.01807877831155,0.63,3.55,0.0146996930522,7,Energy
KR,47.194805,46.98051948051947,24.551808857814176,0.546,1.94,0.018712095,7,Consumer Staples
MTB,12.399117,12.36235294117647,24.17029727277113,0.598,2.85,0.065120659,7,Financials
MDT,24.142458,24.19832402234637,25.432491287250297,0.764,3.28,0.019672046244,7,Health Care
MRK,16.520603,16.603021978021978,26.418191066722834,0.275,2.81,0.2026665973763999,7,Health Care
MET,15.057112,15.014861995753716,24.56760798022682,0.733,3.21,0.062840565228,7,Financials
MOS,15.517646,15.394117647058826,22.848611003604173,0.962,3.36,0.0232757985528,7,Materials
NEE,28.080303,28.22727272727273,25.986316395646053,0.733,2.68,0.0262357407468,7,Utilities
NI,24.210255,24.353846153846156,23.840841845368956,0.61,2.53,0.03860192,7,Utilities
OXY,46.737038,46.64444444444444,24.859567876783768,0.23,1.65,0.017128881,7,Energy
PEP,25.974218,26.168333333333333,26.084705041610338,0.41,3.62,0.0269513919999999,7,Consumer Staples
PSX,16.341373,16.34601113172542,24.98022611928859,0.755,2.88,0.086360346,7,Energy
PNW,20.247524,20.33663366336634,23.23793967114638,0.476,3.54,0.026098979,7,Utilities
PNC,12.743373,12.753012048192767,25.17211618770982,0.956,3.21,0.073215476,7,Financials
PPL,24.342768,24.30188679245283,24.093293477517516,0.68,2.95,0.025653765,7,Utilities
PFG,17.306667,17.16190476190476,23.71706538959803,0.882,3.47,0.0434956962096,7,Financials
PG,21.038462,21.171597633136095,26.530999330578528,0.403,2.95,0.120314344,7,Consumer Staples
PEG,19.225119,19.38862559241706,24.424477966825503,0.598,3.28,0.0513851908971999,7,Utilities
SLB,21.125532,21.038297872340426,25.03438387372931,0.695,2.39,0.0715917053202002,7,Energy
SRE,35.590908,36.07272727272727,24.881287941770413,0.677,2.65,0.0032080378763999,7,Utilities
SNA,19.023449,19.050547159979153,23.667918135674405,0.761,2.67,0.098659618617,7,Industrials
SO,24.79847,24.85969387755102,25.41292443581843,0.405,3.04,0.0276075,7,Utilities
UNH,21.247168,20.95691609977324,26.265108382828032,0.408,3.19,0.042641744269,7,Health Care
VLO,32.25627,32.2443857331572,25.0139474684224,0.612,1.97,0.033436671,7,Energy
WEC,24.336798,24.444906444906447,24.36417267165011,0.525,3.24,0.029842928,7,Utilities
WMB,33.827103,33.64485981308411,25.206523867464124,0.653,2.92,0.01213497,7,Energy
XEL,23.495615,23.608187134502923,24.637917862191447,0.44,2.94,0.031190214,7,Utilities
