Ticker,PE Ratio (TTM),PE Ratio (Current),Market Cap (log),Beta,Dividend Yield,EPS Growth (ROE x Retention),Cluster,Sector
MLM,34.465496,34.73149309912171,24.219410200343244,1.101,0.6,0.07522968,3,Materials
MGM,62.86301,63.47945205479453,23.18635393314357,1.291,0.0,0.13488,3,Consumer Discretionary
NDAQ,27.350904,27.671686746987955,24.662007338568948,0.997,1.22,0.10930140324,3,Financials
NWSA,35.14557,35.81012658227848,23.434711823171774,0.899,0.71,0.048721232,3,Communication Services
NWS,39.727848,40.77215189873418,23.557265695148683,0.899,0.62,0.048721232,3,Communication Services
NDSN,30.84936,30.474358974358974,23.501374146200593,0.969,1.15,0.1120613199999999,3,Industrials
NSC,28.162312,28.243676222596967,25.04096086582093,1.263,1.61,0.0960193597155,3,Industrials
NTRS,19.316563,19.159329140461217,24.25257813819207,1.26,1.75,0.096924324,3,Financials
ODFL,48.597916,48.28333333333333,24.60509273132849,1.184,0.5,0.1782721709999999,3,Industrials
PCAR,26.845747,26.4531914893617,24.91902565772414,0.976,1.13,0.094259628,3,Industrials
PH,35.61685,35.214444444444446,25.521133650172686,1.11,0.84,0.1824148036253998,3,Industrials
PNR,15.364322,15.608040201005023,23.01399882642348,1.029,1.71,0.13096557,3,Industrials
PHM,11.901743,11.924491771539207,23.876828222735007,1.186,0.84,0.146766816,3,Consumer Discretionary
PWR,87.43879,87.00962861072902,25.281241983320285,1.215,0.07,0.12754441559398,3,Industrials
RJF,15.967422,15.894239848914069,24.218370823021303,0.939,1.28,0.1389344057289,3,Financials
RVTY,52.86779,51.17307692307692,23.2302332266265,1.091,0.26,0.0279264579999999,3,Health Care
ROK,48.179646,47.63343717549324,24.66732561951045,1.54,1.2,0.1199585871549,3,Industrials
SPGI,27.673761,28.484752223634057,25.582559959054045,1.079,0.87,0.1054560910410001,3,Financials
CRM,19.69618,20.114583333333332,25.660422000125816,1.178,1.01,0.1360079536908,3,Information Technology
NOW,61.07441,62.32142857142858,25.38498048777744,0.959,0.0,0.1607,3,Information Technology
LUV,32.29333,32.22666666666667,23.887736115158756,1.118,1.49,0.0523224,3,Industrials
STT,16.209877,16.1005291005291,24.64515655531991,1.433,2.02,0.0874818604874,3,Financials
STLD,25.456009,24.73068669527897,24.255914899197098,1.542,0.92,0.119292528,3,Materials
STE,26.687656,27.011335012594454,23.75104325766968,0.922,1.17,0.078416464,3,Health Care
SYF,7.457557,7.599378881987577,23.910944537930366,1.308,1.63,0.19074924,3,Financials
SNPS,88.56097,87.00229885057472,25.0241574641378,1.222,0.0,0.03824,3,Information Technology
TEL,21.229826,20.74974463738509,24.828676039713724,1.169,1.47,0.1612892729009999,3,Information Technology
TDY,32.30218,31.742147922998992,24.109063309302208,0.924,0.0,0.09049,3,Information Technology
TXN,50.115383,48.55897435897436,26.30982676180354,1.31,2.0,0.0160441119999999,3,Information Technology
TXT,17.326336,17.326335877862597,23.482476770263528,0.905,0.09,0.120665138,3,Industrials
TMO,28.328667,28.897858319604612,25.979231463510004,0.868,0.36,0.1221397359999999,3,Health Care
TTD,20.659092,21.181818181818183,22.868795837988756,1.04,0.0,0.16735001,3,Communication Services
TRMB,27.539267,27.8586387434555,23.229743630329104,1.383,0.0,0.08252,3,Information Technology
TYL,42.028275,43.85655172413793,23.251848981210408,0.821,0.0,0.08930001,3,Information Technology
UNP,24.218931,24.382716049382715,25.88637067869591,0.965,1.86,0.2233661481372,3,Industrials
UHS,6.2492733,6.289770354906054,22.927188161766917,1.075,0.53,0.206552754,3,Health Care
VEEV,34.03451,34.93982300884956,24.16487021451681,0.941,0.0,0.13934,3,Health Care
VMC,32.79231,33.20946745562131,24.305518138890413,1.05,0.74,0.102846036,3,Materials
WAB,36.779346,36.47100424328147,24.510206197599153,0.937,0.48,0.096103813501,3,Industrials
DIS,15.4088,15.4256,25.842664243488766,1.398,1.56,0.08808,3,Communication Services
WAT,46.050827,45.430749682338,24.295176554172713,1.202,0.0,0.05212,3,Health Care
WFC,12.693314,12.54796511627907,26.301032392494804,0.917,2.09,0.0928538,3,Financials
WST,47.793842,47.16465863453816,23.951006364061485,1.159,0.25,0.16930935,3,Health Care
WDAY,44.42835,45.862928348909655,24.284940202139616,1.104,0.0,0.10858,3,Information Technology
XYL,29.295994,30.004975124378113,24.055225215364995,1.023,1.43,0.05186418,3,Industrials
