Ticker,PE Ratio (TTM),PE Ratio (Current),Market Cap (log),Beta,Dividend Yield,EPS Growth (ROE x Retention),Cluster,Sector
AOS,15.725333,15.701333333333334,22.81855049110494,1.153,2.45,0.1771492833465999,3,Industrials
A,26.593372,26.156626506024093,24.34504009964092,1.255,0.78,0.17022137202,3,Health Care
AME,35.867626,35.5839636913767,24.71853740356395,0.99,0.58,0.1182154059179999,3,Industrials
ADI,57.359703,55.59104477611939,25.95540294341937,1.188,1.18,0.038006577,3,Information Technology
APTV,34.913692,34.11309523809524,23.241978030957082,1.344,0.0,0.040799998,3,Consumer Discretionary
BKR,17.830671,17.619808306709267,24.737255948686013,0.96,1.67,0.1213362274368,3,Energy
BALL,18.3207,18.14868804664723,23.540525010886295,0.986,1.29,0.1287150403319999,3,Materials
BAC,14.07522,13.95381062355658,26.781722851800588,1.175,1.85,0.0830181907065,3,Financials
BNY,19.60099,19.44609665427509,25.410674180455683,1.058,1.41,0.105139056,3,Financials
AVGO,64.04326,62.92179700499169,28.235988578245948,1.462,0.69,0.2189885897081996,3,Information Technology
BLDR,26.847328,27.748091603053435,22.746898777144274,1.418,0.0,0.06958,3,Industrials
CHRW,42.39271,41.65991902834008,23.92946047566085,0.915,1.22,0.172064882,3,Industrials
COF,63.31077,63.621538461538464,25.565499534830444,1.022,1.55,0.0045234910223,3,Financials
CARR,44.89,44.49333333333333,24.747315468942297,1.309,1.43,0.0386373,3,Industrials
CBRE,31.557077,31.64840182648402,24.423903602373,1.205,0.0,0.15597,3,Real Estate
CSCO,37.033367,36.9,26.80524215848504,1.007,1.52,0.1135304999999999,3,Information Technology
C,14.250001,13.870689655172416,26.125129319692636,1.094,1.86,0.063234006,3,Financials
CEG,22.746307,22.02432667245873,25.261151113763454,1.121,0.67,0.138808986381,3,Utilities
COO,60.80342,61.188034188034194,23.35331688001556,0.84,0.0,0.02853,3,Health Care
CPRT,16.81677,17.074534161490682,23.98449503843452,1.023,0.0,0.17607,3,Industrials
GLW,77.80765,73.60576923076923,25.659791943216412,1.086,0.73,0.0772551,3,Information Technology
CRH,18.413729,18.543599257884978,24.917740286107996,1.189,1.56,0.114115204,3,Materials
CSX,30.46319,30.74233128834356,25.247940263315098,1.211,1.12,0.159819632,3,Industrials
CMI,34.104935,33.21714285714285,25.22963827923499,1.222,1.38,0.130600366062,3,Industrials
DHR,33.599613,38.89941972920697,25.535017891800994,0.823,0.8,0.0521371199999999,3,Health Care
DE,33.496033,33.21995464852608,25.79592585203051,0.897,1.11,0.116130827329,3,Industrials
DAL,14.00912,14.019900497512438,24.74059803793153,1.288,0.92,0.1762145,3,Industrials
DOV,26.39513,26.17103620474407,24.072144419483013,1.16,0.99,0.1110751954059999,3,Industrials
DHI,13.499062,13.582551594746716,24.432122033393703,1.361,1.24,0.109957936,3,Consumer Discretionary
ETN,39.626465,39.2001953125,25.783087646064246,1.181,1.1,0.1223809891289999,3,Industrials
ECL,35.9567,36.3531799729364,25.037864071709244,0.895,1.09,0.140505155,3,Materials
EW,45.25946,45.945945945945944,24.59886828331038,0.855,0.0,0.1046,3,Health Care
EMR,32.12731,31.61574074074074,25.076587804853165,1.244,1.63,0.0614920689312,3,Industrials
EFX,29.865961,31.76014109347443,23.74018524089049,1.316,1.24,0.091580007126,3,Industrials
FDX,16.942888,16.498922413793107,25.041184272387635,1.337,1.59,0.102036558,3,Industrials
FTV,35.691174,35.87647058823529,23.640898277955408,0.977,0.39,0.057741836,3,Industrials
FCX,32.801586,31.105820105820108,25.21326668730637,1.364,1.02,0.106681568175,3,Materials
GRMN,27.292688,27.320312499999996,24.57684449291605,0.914,1.72,0.119035818,3,Consumer Discretionary
GEHC,14.952038,15.06714628297362,24.06833376264514,0.839,0.22,0.18644596,3,Health Care
GM,28.773722,27.66423357664233,24.98717431421689,1.309,0.95,0.0309195134598,3,Consumer Discretionary
GS,16.658846,16.286353812905215,26.48644935768567,1.292,1.9,0.125020992625,3,Financials
HSIC,25.882175,26.04229607250755,23.001481224569936,0.806,0.0,0.08762,3,Health Care
HPE,43.542053,41.64485981308411,24.845462960589302,1.438,1.28,0.030987705,3,Information Technology
HUBB,28.59362,28.646190194920266,23.965083488429357,0.892,1.17,0.1745825606864004,3,Industrials
IEX,32.655094,32.6794682422452,23.5182810665864,0.974,1.32,0.0739256558244,3,Industrials
IR,54.43243,54.17567567567568,24.174081447710595,1.168,0.1,0.0540581878376999,3,Industrials
IBKR,40.693134,39.347639484978544,25.80359701807627,1.329,0.38,0.20325212,3,Financials
ICE,20.375546,20.606986899563317,25.094742552409947,0.948,1.47,0.0990073882293999,3,Financials
IFF,23.873066,23.922600619195045,23.703196479732288,0.944,2.07,0.0305333470091999,3,Materials
INTU,17.745731,17.915853658536587,25.10037379634592,0.996,1.63,0.1612738239999999,3,Information Technology
ISRG,40.894493,40.50114678899082,25.561882118330885,1.46,0.0,0.17423001,3,Health Care
JBHT,41.50498,41.33854907539118,24.033741036070296,1.294,0.62,0.137769664,3,Industrials
JCI,43.207317,42.49085365853659,25.1830123122027,1.319,1.15,0.0699213536898,3,Industrials
JPM,14.711563,14.512633832976444,27.540145885339285,0.982,1.77,0.132154481,3,Financials
KEYS,52.270096,50.5032154340836,24.740756327542943,1.214,0.0,0.18174,3,Information Technology
LH,24.852081,24.9317980513729,23.859088680610682,0.861,1.02,0.082289103,3,Health Care
LEN,12.863636,12.993730407523511,23.707444804945492,1.394,2.41,0.0505813185264,3,Consumer Discretionary
