Ticker,PE Ratio (TTM),PE Ratio (Current),Market Cap (log),Beta,Dividend Yield,EPS Growth (ROE x Retention),Cluster,Sector
AFL,14.028,14.180571428571428,24.858037981710588,0.603,1.97,0.1204542627062,2,Financials
APD,31.409904,31.257112750263435,24.91861124799433,0.736,2.44,0.0300672019999999,2,Materials
LNT,23.187897,23.554140127388532,23.65739658927308,0.54,2.89,0.0399313662898001,2,Utilities
AEE,19.629263,19.824057450628366,24.13304749472147,0.481,2.72,0.0566205380719999,2,Utilities
AEP,19.242603,19.386094674556215,24.982802529439187,0.504,2.9,0.0558522337755,2,Utilities
AIG,14.0017605,14.049295774647888,24.46491087837257,0.541,2.51,0.052755813,2,Financials
AWK,23.226952,23.6968085106383,23.96514497415508,0.599,2.68,0.042206427,2,Utilities
AMGN,25.335194,25.324756606397777,26.004572231126666,0.403,2.77,0.332120404,2,Health Care
APA,8.310023,8.121212121212121,23.25705907292176,0.347,2.87,0.201058173,2,Energy
ADM,38.441963,38.24553571428571,24.448989965205758,0.609,2.43,0.0040415677455999,2,Consumer Staples
ATO,21.51755,21.83866995073892,24.09622321340114,0.598,2.26,0.05178239808,2,Utilities
ADP,23.322762,23.80970149253731,25.327851496292087,0.841,2.66,0.28162764,2,Industrials
AVY,17.751127,17.833333333333332,23.212926098398434,0.826,2.53,0.177921462,2,Materials
BDX,26.677137,26.95986038394415,24.463767312211335,0.271,2.72,0.01804776,2,Health Care
BMY,16.89916,16.8515406162465,25.5370600266367,0.235,4.19,0.1160797980059999,2,Health Care
BR,15.593582,16.04491978609626,23.548386529298117,0.903,2.6,0.25092202,2,Industrials
BF-B,17.117647,17.26143790849673,23.209642637532948,0.344,3.48,0.07174092,2,Consumer Staples
BG,31.830263,31.707894736842107,23.878880643597256,0.639,2.39,0.012983656,2,Consumer Staples
CNP,26.125767,26.37423312883436,24.050379100119063,0.454,2.23,0.04340694,2,Utilities
CI,12.135381,12.03135593220339,25.050846247337446,0.303,2.2,0.120683427164,2,Health Care
CINF,10.203546,10.312178387650087,24.04127707810055,0.553,2.08,0.1493179499999999,2,Financials
CFG,15.539214,15.577342047930284,24.129367295542007,0.998,2.57,0.0502650644239998,2,Financials
CME,20.599829,20.91382252559727,25.191861724220672,0.276,2.12,0.0070680423675999,2,Financials
CMS,19.937674,20.18836565096953,23.82491047130368,0.342,3.13,0.0406686096473999,2,Utilities
KO,25.827044,25.82389937106918,26.59076132699997,0.349,2.58,0.1527562040556006,2,Consumer Staples
CTSH,9.531453,9.683297180043384,23.757431018031692,0.859,2.96,0.108103892,2,Information Technology
COP,19.838135,19.606779661016947,25.683275877662517,0.122,2.9,0.0508682738032,2,Energy
ED,18.487352,18.726812816188872,24.422142841392716,0.264,3.16,0.0367005959999999,2,Utilities
STZ,12.510963,12.80838894184938,23.833057043397435,0.382,3.07,0.144627445262,2,Consumer Staples
DRI,18.420498,18.660919540229884,23.81549965598309,0.585,3.14,0.228462654,2,Consumer Discretionary
DVN,12.306407,12.1949860724234,24.654254822995178,0.432,2.38,0.1111940353259999,2,Energy
DTE,23.692938,23.96551724137931,24.125009919273854,0.381,3.19,0.0269121859999999,2,Utilities
DUK,19.228045,19.39137134052388,25.300919042850634,0.373,3.45,0.0335912912034,2,Utilities
ETR,28.489796,28.5484693877551,24.67661005316803,0.489,2.29,0.0394884229999999,2,Utilities
EOG,14.074237,13.873156342182892,25.057123017170717,0.261,2.89,0.110571015,2,Energy
ERIE,19.899725,20.60531135531135,23.153615080750644,0.286,2.6,0.12462285,2,Financials
EG,7.655334,7.715594462540717,23.423291160948406,0.287,2.11,0.1157039592356,2,Financials
EVRG,22.531916,22.648936170212767,23.695169677359385,0.524,3.26,0.0244108455869002,2,Utilities
EXC,16.787546,16.835164835164836,24.57114767033671,0.405,3.66,0.039700424,2,Utilities
EXE,6.5223217,6.469494047619048,23.766396885803804,0.326,3.67,0.1339735756259999,2,Energy
XOM,25.527826,25.018549747048908,27.164949125622602,0.162,2.78,0.031583727,2,Energy
FAST,38.826088,38.92173913043479,24.65970376505656,0.713,2.14,0.0733717786003999,2,Industrials
FITB,19.185184,19.326599326599325,24.667882411205508,0.922,2.79,0.038966011,2,Financials
FE,26.263586,26.380434782608695,24.053779171604393,0.454,3.83,0.0030842909261002,2,Utilities
GILD,17.75034,18.123809523809527,25.81074744599306,0.343,2.46,0.2454175913279999,2,Health Care
HAL,18.353592,19.397790055248617,24.046570702504297,0.725,1.94,0.091316354757,2,Energy
HII,17.590643,17.546458739441196,23.090463688322377,0.248,2.04,0.078701496,2,Industrials
IBM,18.560566,18.832891246684348,26.007994876526944,0.675,3.17,0.1449839016911999,2,Information Technology
KDP,22.685184,22.548148148148147,24.452978488077854,0.407,3.02,0.02010372,2,Consumer Staples
KMI,21.590603,21.865771812080535,24.993978768632207,0.533,3.61,0.0227623623581999,2,Energy
KR,33.58772,34.12865497076024,24.28395380452584,0.435,2.47,0.0273926498542997,2,Consumer Staples
LMT,24.44913,24.68701550387597,25.479862892694022,0.113,2.71,0.23416971382,2,Industrials
MTB,13.086336,13.21186440677966,24.30145381236906,0.569,2.41,0.073303408,2,Financials
MRSH,22.867336,22.7909887359199,25.200928463069513,0.603,2.17,0.154563026,2,Financials
MKC,8.668884,8.69217970049917,23.362834889323526,0.626,3.68,0.17074684,2,Consumer Staples
MDT,22.13941,22.32975871313673,25.383928774987524,0.583,3.46,0.023480624807,2,Health Care
MRK,35.343662,35.04225352112677,26.459479607401178,0.205,2.73,0.0122757119999999,2,Health Care
MET,17.856867,17.986460348162474,24.807595152800378,0.778,2.55,0.0729955259999999,2,Financials
MDLZ,29.539604,29.83663366336634,25.06180260148257,0.408,3.32,0.0025199342206003,2,Consumer Staples
NEE,22.261446,22.33502538071066,25.932362046753536,0.667,2.83,0.0423841249999999,2,Utilities
NI,22.38806,22.572139303482587,23.794790160484393,0.542,2.64,0.039436738164,2,Utilities
PKG,27.85523,27.789537712895378,23.7388457626653,0.818,2.63,0.0640285249999999,2,Materials
PSX,20.814413,20.61204343534057,25.16045688881408,0.681,2.43,0.0754698389094,2,Energy
PNW,19.632463,19.83208955223881,23.268995232922915,0.425,3.42,0.031210135,2,Utilities
PPG,16.893896,16.816860465116278,23.977804782850193,1.045,2.56,0.1239485519999999,2,Materials
PPL,21.63497,21.736196319018408,24.001603561889677,0.589,3.22,0.026910576,2,Utilities
PFG,15.849854,16.335276967930028,23.87971407162708,0.888,2.93,0.073743468491,2,Financials
PG,21.539415,21.77080291970803,26.562665838202403,0.38,2.92,0.11884784,2,Consumer Staples
PEG,17.046461,17.219026548672566,24.371210436838343,0.527,3.44,0.0582801759999999,2,Utilities
SLB,20.400883,20.43612334801762,24.960788551820766,0.733,2.54,0.069401644,2,Energy
SRE,30.656462,30.846938775510203,24.799423443891087,0.568,2.9,0.0067243979999999,2,Utilities
SNA,21.09199,21.00930232558139,23.774523430501553,0.721,2.4,0.095942742,2,Industrials
SO,23.888746,24.15856777493606,25.38003709664114,0.332,3.22,0.0267081342693001,2,Utilities
SYY,22.523611,22.43888888888889,24.38100122065695,0.641,2.72,0.327579976,2,Consumer Staples
TMUS,20.323591,20.790648246546223,26.055821462040676,0.319,2.09,0.107465044038,2,Communication Services
TSCO,14.692119,14.926108374384238,23.473206873506836,0.456,3.17,0.2465861668992,2,Consumer Discretionary
UNH,32.571163,31.74322289156627,26.696600308086506,0.633,2.2,0.047313475657,2,Health Care
WEC,22.242485,22.55511022044088,24.311006167442926,0.46,3.39,0.031825275,2,Utilities
WMB,32.0614,32.526315789473685,25.216399628301698,0.595,2.83,0.021975408,2,Energy
XEL,22.559078,22.67146974063401,24.61238492926703,0.405,3.01,0.03227035,2,Utilities
