Ticker,Market Cap,PE Ratio (TTM),PE Ratio (Current),Dividend Yield,Beta,Payout Ratio,Return on Equity (ROE),Retention Ratio,EPS Growth (ROE x Retention)
JPM,765525688320,14.170743,14.452321517723416,2.07,1.059,0.2897,0.16134001,0.7102999999999999,0.114599809103
