Ticker,Market Cap,PE Ratio (TTM),PE Ratio (Current),Dividend Yield,Beta,Payout Ratio,Return on Equity (ROE),Retention Ratio,EPS Growth (ROE x Retention)
TKO,13981470720,82.15859,81.91629955947135,1.68,0.105,1.0177,0.056339998,-0.01770000000000005,-0.0009972179646000028
