Ticker,Market Cap,PE Ratio (TTM),PE Ratio (Current),Dividend Yield,Beta,Payout Ratio,Return on Equity (ROE),Retention Ratio,EPS Growth (ROE x Retention)
KMB,31957557248,18.621857,18.891682785299807,5.24,0.31,0.97870004,1.11727,0.021299960000000007,0.023797806309200007
