Ticker,Market Cap,PE Ratio (TTM),PE Ratio (Current),Dividend Yield,Beta,Payout Ratio,Return on Equity (ROE),Retention Ratio,EPS Growth (ROE x Retention)
EXC,47742889984,17.091576,16.82783882783883,3.66,0.41,0.5934,0.09764,0.40659999999999996,0.039700424
