Ticker,Market Cap,PE Ratio (TTM),PE Ratio (Current),Dividend Yield,Beta,Payout Ratio,Return on Equity (ROE),Retention Ratio,EPS Growth (ROE x Retention)
BF-B,12440042496,15.767442,16.093023255813954,3.31,0.346,0.5294,0.20417,0.4706,0.096082402
