Ticker,Market Cap,PE Ratio (TTM),PE Ratio (Current),Dividend Yield,Beta,Payout Ratio,Return on Equity (ROE),Retention Ratio,EPS Growth (ROE x Retention)
ON,41674985472,78.19117,75.88014705882352,0.0,1.938,0.0,0.074939996,1.0,0.074939996
