Ticker,PE Ratio (TTM),PE Ratio (Current),Market Cap (log),Beta,Dividend Yield,EPS Growth (ROE x Retention),Cluster,Sector,Payout Ratio,Predicted PE (Cluster),PE Difference (Cluster),Valuation Signal (Cluster),Cluster R²,Cluster Adj R²,Cluster F p-value,Cluster Residual SE
AOS,15.725333,15.701333333333334,22.81855049110494,1.153,2.45,0.1771492833465999,3,Industrials,13.830143445776597,28.17,-12.47,Fairly Valued,0.0617,0.033,0.0989,15.7024
A,26.593372,26.156626506024093,24.34504009964092,1.255,0.78,0.17022137202,3,Health Care,4.582268317684307,28.67,-2.51,Fairly Valued,0.0617,0.033,0.0989,15.7024
AME,35.867626,35.5839636913767,24.71853740356395,0.99,0.58,0.1182154059179999,3,Industrials,4.906297918583614,30.92,4.66,Fairly Valued,0.0617,0.033,0.0989,15.7024
ADI,57.359703,55.59104477611939,25.95540294341937,1.188,1.18,0.038006577,3,Information Technology,31.04725795222232,37.58,18.01,Overvalued,0.0617,0.033,0.0989,15.7024
APTV,34.913692,34.11309523809524,23.24197803095708,1.344,0.0,0.040799998,3,Consumer Discretionary,0.0,38.35,-4.24,Fairly Valued,0.0617,0.033,0.0989,15.7024
BKR,17.830671,17.619808306709267,24.737255948686013,0.96,1.67,0.1213362274368,3,Energy,13.763407972032486,31.03,-13.41,Fairly Valued,0.0617,0.033,0.0989,15.7024
BALL,18.3207,18.14868804664723,23.540525010886295,0.986,1.29,0.1287150403319999,3,Materials,10.022138801127289,30.53,-12.38,Fairly Valued,0.0617,0.033,0.0989,15.7024
BAC,14.07522,13.95381062355658,26.781722851800588,1.175,1.85,0.0830181907065,3,Financials,22.284272690794168,35.02,-21.07,Undervalued,0.0617,0.033,0.0989,15.7024
BNY,19.60099,19.44609665427509,25.410674180455683,1.058,1.41,0.105139056,3,Financials,13.410810916925104,32.56,-13.11,Fairly Valued,0.0617,0.033,0.0989,15.7024
AVGO,64.04326,62.92179700499169,28.235988578245948,1.462,0.69,0.2189885897081996,3,Information Technology,3.150849096381775,22.35,40.57,Overvalued,0.0617,0.033,0.0989,15.7024
BLDR,26.847328,27.748091603053435,22.74689877714427,1.418,0.0,0.06958,3,Industrials,0.0,36.89,-9.14,Fairly Valued,0.0617,0.033,0.0989,15.7024
CHRW,42.39271,41.65991902834008,23.92946047566085,0.915,1.22,0.172064882,3,Industrials,7.090348627908861,26.25,15.41,Fairly Valued,0.0617,0.033,0.0989,15.7024
COF,63.31077,63.621538461538464,25.565499534830444,1.022,1.55,0.0045234910223,3,Financials,342.65570382670774,-48.77,112.39,Overvalued,0.0617,0.033,0.0989,15.7024
CARR,44.89,44.49333333333333,24.747315468942297,1.309,1.43,0.0386373,3,Industrials,37.01086773661721,38.59,5.9,Fairly Valued,0.0617,0.033,0.0989,15.7024
CBRE,31.557077,31.64840182648402,24.423903602373,1.205,0.0,0.15597,3,Real Estate,0.0,29.22,2.43,Fairly Valued,0.0617,0.033,0.0989,15.7024
CSCO,37.033367,36.9,26.80524215848504,1.007,1.52,0.1135304999999999,3,Information Technology,13.388472701168421,31.5,5.4,Fairly Valued,0.0617,0.033,0.0989,15.7024
C,14.250001,13.870689655172416,26.125129319692636,1.094,1.86,0.063234006,3,Financials,29.414552669650572,36.3,-22.43,Undervalued,0.0617,0.033,0.0989,15.7024
CEG,22.746307,22.02432667245873,25.261151113763457,1.121,0.67,0.138808986381,3,Utilities,4.826776835333975,30.28,-8.26,Fairly Valued,0.0617,0.033,0.0989,15.7024
