Ticker,PE Ratio (TTM),PE Ratio (Current),Market Cap (log),Beta,Dividend Yield,EPS Growth (ROE x Retention),Cluster,Sector,Payout Ratio,Predicted PE (Cluster),PE Difference (Cluster),Valuation Signal (Cluster),Cluster R²,Cluster Adj R²,Cluster F p-value,Cluster Residual SE
COO,60.80342,61.188034188034194,23.35331688001556,0.84,0.0,0.02853,3,Health Care,0.0,34.64,26.55,Overvalued,0.0617,0.033,0.0989,15.7024
CPRT,16.81677,17.074534161490682,23.98449503843452,1.023,0.0,0.17607,3,Industrials,0.0,27.26,-10.19,Fairly Valued,0.0617,0.033,0.0989,15.7024
GLW,77.80765,73.60576923076923,25.659791943216412,1.086,0.73,0.0772551,3,Information Technology,9.449214356074874,33.8,39.81,Overvalued,0.0617,0.033,0.0989,15.7024
CRH,18.413729,18.543599257884978,24.917740286107996,1.189,1.56,0.114115204,3,Materials,13.67039575199813,32.59,-14.05,Fairly Valued,0.0617,0.033,0.0989,15.7024
CSX,30.46319,30.74233128834356,25.247940263315098,1.211,1.12,0.159819632,3,Industrials,7.0079000056764,29.12,1.62,Fairly Valued,0.0617,0.033,0.0989,15.7024
CMI,34.104935,33.21714285714285,25.22963827923499,1.222,1.38,0.130600366062,3,Industrials,10.566586002866726,31.33,1.89,Fairly Valued,0.0617,0.033,0.0989,15.7024
DHR,33.599613,38.89941972920697,25.53501789180099,0.823,0.8,0.0521371199999999,3,Health Care,15.344154030755853,34.86,4.04,Fairly Valued,0.0617,0.033,0.0989,15.7024
DE,33.496033,33.21995464852608,25.79592585203051,0.897,1.11,0.116130827329,3,Industrials,9.558185587151266,30.71,2.51,Fairly Valued,0.0617,0.033,0.0989,15.7024
DAL,14.00912,14.019900497512438,24.74059803793153,1.288,0.92,0.1762145,3,Industrials,5.220909743522809,28.87,-14.85,Fairly Valued,0.0617,0.033,0.0989,15.7024
DOV,26.39513,26.17103620474407,24.072144419483013,1.16,0.99,0.1110751954059999,3,Industrials,8.912881011654953,32.47,-6.3,Fairly Valued,0.0617,0.033,0.0989,15.7024
DHI,13.499062,13.582551594746716,24.432122033393703,1.361,1.24,0.109957936,3,Consumer Discretionary,11.277039612675159,34.07,-20.49,Undervalued,0.0617,0.033,0.0989,15.7024
ETN,39.626465,39.2001953125,25.78308764606425,1.181,1.1,0.1223809891289999,3,Industrials,8.988324149272131,31.62,7.58,Fairly Valued,0.0617,0.033,0.0989,15.7024
ECL,35.9567,36.3531799729364,25.037864071709244,0.895,1.09,0.140505155,3,Materials,7.75772248356297,28.78,7.57,Fairly Valued,0.0617,0.033,0.0989,15.7024
EW,45.25946,45.945945945945944,24.59886828331038,0.855,0.0,0.1046,3,Health Care,0.0,30.71,15.24,Fairly Valued,0.0617,0.033,0.0989,15.7024
EMR,32.12731,31.61574074074074,25.076587804853165,1.244,1.63,0.0614920689312,3,Industrials,26.507483458130423,36.81,-5.19,Fairly Valued,0.0617,0.033,0.0989,15.7024
EFX,29.865961,31.76014109347443,23.74018524089049,1.316,1.24,0.091580007126,3,Industrials,13.540073198443311,34.71,-2.95,Fairly Valued,0.0617,0.033,0.0989,15.7024
FDX,16.942888,16.498922413793107,25.041184272387635,1.337,1.59,0.102036558,3,Industrials,15.582650288928798,34.47,-17.97,Undervalued,0.0617,0.033,0.0989,15.7024
FTV,35.691174,35.87647058823529,23.640898277955408,0.977,0.39,0.057741836,3,Industrials,6.754201580981943,35.23,0.65,Fairly Valued,0.0617,0.033,0.0989,15.7024
FCX,32.801586,31.105820105820108,25.21326668730637,1.364,1.02,0.106681568175,3,Materials,9.561164289662448,33.81,-2.7,Fairly Valued,0.0617,0.033,0.0989,15.7024
GRMN,27.292688,27.320312499999996,24.57684449291605,0.914,1.72,0.119035818,3,Consumer Discretionary,14.449432354890021,30.82,-3.5,Fairly Valued,0.0617,0.033,0.0989,15.7024
GEHC,14.952038,15.06714628297362,24.06833376264514,0.839,0.22,0.18644596,3,Health Care,1.1799665704743616,25.96,-10.89,Fairly Valued,0.0617,0.033,0.0989,15.7024
GM,28.773722,27.66423357664233,24.98717431421689,1.309,0.95,0.0309195134598,3,Consumer Discretionary,30.72493366479205,39.81,-12.15,Fairly Valued,0.0617,0.033,0.0989,15.7024
GS,16.658846,16.286353812905215,26.48644935768567,1.292,1.9,0.125020992625,3,Financials,15.197447725431543,32.5,-16.21,Undervalued,0.0617,0.033,0.0989,15.7024
HSIC,25.882175,26.04229607250755,23.001481224569936,0.806,0.0,0.08762,3,Health Care,0.0,32.44,-6.4,Fairly Valued,0.0617,0.033,0.0989,15.7024
HPE,43.542053,41.64485981308411,24.845462960589305,1.438,1.28,0.030987705,3,Information Technology,41.3067053529779,39.98,1.66,Fairly Valued,0.0617,0.033,0.0989,15.7024
HUBB,28.59362,28.646190194920266,23.965083488429357,0.892,1.17,0.1745825606864004,3,Industrials,6.701700303855953,26.45,2.2,Fairly Valued,0.0617,0.033,0.0989,15.7024
IEX,32.655094,32.6794682422452,23.5182810665864,0.974,1.32,0.0739256558244,3,Industrials,17.855776662103267,34.34,-1.66,Fairly Valued,0.0617,0.033,0.0989,15.7024
IR,54.43243,54.17567567567568,24.174081447710595,1.168,0.1,0.0540581878376999,3,Industrials,1.8498585320734802,35.78,18.4,Overvalued,0.0617,0.033,0.0989,15.7024
IBKR,40.693134,39.347639484978544,25.80359701807627,1.329,0.38,0.20325212,3,Financials,1.8695991953245064,25.77,13.58,Fairly Valued,0.0617,0.033,0.0989,15.7024
ICE,20.375546,20.606986899563317,25.094742552409947,0.948,1.47,0.0990073882293999,3,Financials,14.847376809839819,32.57,-11.96,Fairly Valued,0.0617,0.033,0.0989,15.7024
IFF,23.873066,23.922600619195045,23.703196479732288,0.944,2.07,0.0305333470091999,3,Materials,67.79472946009801,39.01,-15.09,Fairly Valued,0.0617,0.033,0.0989,15.7024
INTU,17.745731,17.915853658536587,25.10037379634592,0.996,1.63,0.1612738239999999,3,Information Technology,10.10703386062205,28.34,-10.42,Fairly Valued,0.0617,0.033,0.0989,15.7024
ISRG,40.894493,40.50114678899082,25.561882118330885,1.46,0.0,0.17423001,3,Health Care,0.0,28.51,11.99,Fairly Valued,0.0617,0.033,0.0989,15.7024
JBHT,41.50498,41.33854907539118,24.033741036070296,1.294,0.62,0.137769664,3,Industrials,4.500265022058848,30.86,10.48,Fairly Valued,0.0617,0.033,0.0989,15.7024
JCI,43.207317,42.49085365853659,25.1830123122027,1.319,1.15,0.0699213536898,3,Industrials,16.447049997084935,36.07,6.42,Fairly Valued,0.0617,0.033,0.0989,15.7024
JPM,14.711563,14.512633832976444,27.540145885339285,0.982,1.77,0.132154481,3,Financials,13.393416451766022,30.41,-15.9,Undervalued,0.0617,0.033,0.0989,15.7024
KEYS,52.270096,50.5032154340836,24.740756327542943,1.214,0.0,0.18174,3,Information Technology,0.0,26.7,23.8,Overvalued,0.0617,0.033,0.0989,15.7024
LH,24.852081,24.9317980513729,23.85908868061068,0.861,1.02,0.082289103,3,Health Care,12.395322865531782,33.33,-8.4,Fairly Valued,0.0617,0.033,0.0989,15.7024
LEN,12.863636,12.993730407523511,23.707444804945492,1.394,2.41,0.0505813185264,3,Consumer Discretionary,47.64604937576201,39.9,-26.91,Undervalued,0.0617,0.033,0.0989,15.7024
MLM,34.465496,34.73149309912171,24.219410200343244,1.101,0.6,0.07522968,3,Materials,7.975575597290857,34.64,0.09,Fairly Valued,0.0617,0.033,0.0989,15.7024
MGM,62.86301,63.47945205479453,23.18635393314357,1.291,0.0,0.13488,3,Consumer Discretionary,0.0,30.48,33.0,Overvalued,0.0617,0.033,0.0989,15.7024
NDAQ,27.350904,27.671686746987955,24.662007338568948,0.997,1.22,0.10930140324,3,Financials,11.161796315836575,31.84,-4.17,Fairly Valued,0.0617,0.033,0.0989,15.7024
NWSA,35.14557,35.81012658227848,23.434711823171774,0.899,0.71,0.048721232,3,Communication Services,14.572702102442728,35.66,0.15,Fairly Valued,0.0617,0.033,0.0989,15.7024
NWS,39.727848,40.77215189873418,23.557265695148683,0.899,0.62,0.048721232,3,Communication Services,12.725458173964073,35.4,5.37,Fairly Valued,0.0617,0.033,0.0989,15.7024
NDSN,30.84936,30.474358974358974,23.501374146200593,0.969,1.15,0.1120613199999999,3,Industrials,10.262238567241587,31.44,-0.97,Fairly Valued,0.0617,0.033,0.0989,15.7024
NSC,28.162312,28.243676222596967,25.04096086582093,1.263,1.61,0.0960193597155,3,Industrials,16.767451946881756,34.23,-5.99,Fairly Valued,0.0617,0.033,0.0989,15.7024
NTRS,19.316563,19.159329140461217,24.25257813819207,1.26,1.75,0.096924324,3,Financials,18.05532324372982,34.33,-15.17,Fairly Valued,0.0617,0.033,0.0989,15.7024
ODFL,48.597916,48.28333333333333,24.60509273132849,1.184,0.5,0.1782721709999999,3,Industrials,2.8047002355740664,27.0,21.28,Overvalued,0.0617,0.033,0.0989,15.7024
PCAR,26.845747,26.4531914893617,24.91902565772414,0.976,1.13,0.094259628,3,Industrials,11.988165283232393,32.87,-6.42,Fairly Valued,0.0617,0.033,0.0989,15.7024
PH,35.61685,35.214444444444446,25.52113365017269,1.11,0.84,0.1824148036253998,3,Industrials,4.6048894240239,26.75,8.46,Fairly Valued,0.0617,0.033,0.0989,15.7024
PNR,15.364322,15.608040201005023,23.01399882642348,1.029,1.71,0.13096557,3,Industrials,13.05686677803945,30.65,-15.04,Fairly Valued,0.0617,0.033,0.0989,15.7024
PHM,11.901743,11.924491771539207,23.876828222735007,1.186,0.84,0.146766816,3,Consumer Discretionary,5.723364605797539,30.24,-18.32,Undervalued,0.0617,0.033,0.0989,15.7024
PWR,87.43879,87.00962861072902,25.281241983320285,1.215,0.07,0.12754441559398,3,Industrials,0.548828419292267,30.52,56.49,Overvalued,0.0617,0.033,0.0989,15.7024
RJF,15.967422,15.894239848914069,24.218370823021303,0.939,1.28,0.1389344057289,3,Financials,9.21298071046303,29.67,-13.78,Fairly Valued,0.0617,0.033,0.0989,15.7024
RVTY,52.86779,51.17307692307692,23.2302332266265,1.091,0.26,0.0279264579999999,3,Health Care,9.310167440496784,37.36,13.81,Fairly Valued,0.0617,0.033,0.0989,15.7024
ROK,48.179646,47.63343717549324,24.66732561951045,1.54,1.2,0.1199585871549,3,Industrials,10.003452261824869,32.75,14.88,Fairly Valued,0.0617,0.033,0.0989,15.7024
SPGI,27.673761,28.484752223634057,25.582559959054045,1.079,0.87,0.1054560910410001,3,Financials,8.24987908628013,32.44,-3.96,Fairly Valued,0.0617,0.033,0.0989,15.7024
CRM,19.69618,20.114583333333332,25.660422000125816,1.178,1.01,0.1360079536908,3,Information Technology,7.426036291201988,30.84,-10.73,Fairly Valued,0.0617,0.033,0.0989,15.7024
NOW,61.07441,62.32142857142858,25.38498048777744,0.959,0.0,0.1607,3,Information Technology,0.0,26.74,35.58,Overvalued,0.0617,0.033,0.0989,15.7024
LUV,32.29333,32.22666666666667,23.887736115158756,1.118,1.49,0.0523224,3,Industrials,28.47728697460361,36.86,-4.63,Fairly Valued,0.0617,0.033,0.0989,15.7024
STT,16.209877,16.1005291005291,24.64515655531991,1.433,2.02,0.0874818604874,3,Financials,23.090501147845846,36.52,-20.42,Undervalued,0.0617,0.033,0.0989,15.7024
STLD,25.456009,24.73068669527897,24.255914899197094,1.542,0.92,0.119292528,3,Materials,7.712134325797841,34.26,-9.53,Fairly Valued,0.0617,0.033,0.0989,15.7024
STE,26.687656,27.011335012594454,23.75104325766968,0.922,1.17,0.078416464,3,Health Care,14.920336117170494,33.85,-6.84,Fairly Valued,0.0617,0.033,0.0989,15.7024
SYF,7.457557,7.599378881987577,23.91094453793037,1.308,1.63,0.19074924,3,Financials,8.545250298244962,28.47,-20.87,Undervalued,0.0617,0.033,0.0989,15.7024
SNPS,88.56097,87.00229885057472,25.0241574641378,1.222,0.0,0.03824,3,Information Technology,0.0,35.36,51.64,Overvalued,0.0617,0.033,0.0989,15.7024
TEL,21.229826,20.74974463738509,24.828676039713724,1.169,1.47,0.1612892729009999,3,Information Technology,9.114059314423798,29.07,-8.32,Fairly Valued,0.0617,0.033,0.0989,15.7024
TDY,32.30218,31.742147922998992,24.109063309302208,0.924,0.0,0.09049,3,Information Technology,0.0,32.56,-0.82,Fairly Valued,0.0617,0.033,0.0989,15.7024
TXN,50.115383,48.55897435897436,26.30982676180354,1.31,2.0,0.0160441119999999,3,Information Technology,124.65632251881641,41.34,7.22,Fairly Valued,0.0617,0.033,0.0989,15.7024
TXT,17.326336,17.326335877862597,23.482476770263528,0.905,0.09,0.120665138,3,Industrials,0.7458658025982616,30.64,-13.31,Fairly Valued,0.0617,0.033,0.0989,15.7024
TMO,28.328667,28.897858319604612,25.979231463510004,0.868,0.36,0.1221397359999999,3,Health Care,2.947443737720215,30.11,-1.21,Fairly Valued,0.0617,0.033,0.0989,15.7024
TTD,20.659092,21.181818181818183,22.868795837988756,1.04,0.0,0.16735001,3,Communication Services,0.0,27.82,-6.64,Fairly Valued,0.0617,0.033,0.0989,15.7024
TRMB,27.539267,27.8586387434555,23.229743630329104,1.383,0.0,0.08252,3,Information Technology,0.0,35.65,-7.79,Fairly Valued,0.0617,0.033,0.0989,15.7024
TYL,42.028275,43.85655172413793,23.251848981210408,0.821,0.0,0.08930001,3,Information Technology,0.0,31.62,12.24,Fairly Valued,0.0617,0.033,0.0989,15.7024
UNP,24.218931,24.382716049382715,25.88637067869591,0.965,1.86,0.2233661481372,3,Industrials,8.327134686754402,23.4,0.98,Fairly Valued,0.0617,0.033,0.0989,15.7024
UHS,6.2492733,6.289770354906054,22.927188161766917,1.075,0.53,0.206552754,3,Health Care,2.5659304450619915,26.08,-19.79,Undervalued,0.0617,0.033,0.0989,15.7024
VEEV,34.03451,34.93982300884956,24.16487021451681,0.941,0.0,0.13934,3,Health Care,0.0,29.02,5.92,Fairly Valued,0.0617,0.033,0.0989,15.7024
VMC,32.79231,33.20946745562131,24.305518138890413,1.05,0.74,0.102846036,3,Materials,7.195221408436199,32.41,0.8,Fairly Valued,0.0617,0.033,0.0989,15.7024
WAB,36.779346,36.47100424328147,24.510206197599153,0.937,0.48,0.096103813501,3,Industrials,4.994598887535356,32.21,4.26,Fairly Valued,0.0617,0.033,0.0989,15.7024
DIS,15.4088,15.4256,25.84266424348877,1.398,1.56,0.08808,3,Communication Services,17.71117166212534,36.09,-20.66,Undervalued,0.0617,0.033,0.0989,15.7024
WAT,46.050827,45.430749682338,24.295176554172713,1.202,0.0,0.05212,3,Health Care,0.0,36.3,9.13,Fairly Valued,0.0617,0.033,0.0989,15.7024
WFC,12.693314,12.54796511627907,26.301032392494804,0.917,2.09,0.0928538,3,Financials,22.5085026137864,33.25,-20.7,Undervalued,0.0617,0.033,0.0989,15.7024
WST,47.793842,47.16465863453816,23.951006364061485,1.159,0.25,0.16930935,3,Health Care,1.4765870874821738,27.65,19.51,Overvalued,0.0617,0.033,0.0989,15.7024
WDAY,44.42835,45.862928348909655,24.284940202139616,1.104,0.0,0.10858,3,Information Technology,0.0,31.97,13.89,Fairly Valued,0.0617,0.033,0.0989,15.7024
XYL,29.295994,30.004975124378113,24.055225215364995,1.023,1.43,0.05186418,3,Industrials,27.572015984828063,36.47,-6.47,Fairly Valued,0.0617,0.033,0.0989,15.7024
