Ticker,Predicted PE (Cluster),PE Difference (Cluster),Valuation Signal (Cluster),Cluster R²,Cluster Adj R²,Cluster F p-value,Cluster Residual SE,Source Cluster,Sector,PE Ratio (Current),EPS Growth (ROE x Retention),Beta,Payout Ratio,Predicted PE (Index),PE Difference (Index),Valuation Signal (Index),Index R²,Index Adj R²,Index F p-value,Index Residual SE,Combined Signal
TROW,14.46,-2.7,Fairly Valued,0.4456,0.3937,0.0003,4.7901,cluster_0,Financials,11.763948497854075,0.084418208483,1.519,0.5483,36.7,-24.94,Undervalued,0.1731,0.1665,0.0,13.974,Conflicting
TGT,12.89,4.97,Overvalued,0.4456,0.3937,0.0003,4.7901,cluster_0,Consumer Staples,17.86393659180977,0.0881260383955,0.991,0.59970003,29.14,-11.28,Fairly Valued,0.1731,0.1665,0.0,13.974,Conflicting
TFC,17.2,-4.41,Fairly Valued,0.4456,0.3937,0.0003,4.7901,cluster_0,Financials,12.787128712871286,0.0416167338509999,0.884,0.5149,27.59,-14.8,Undervalued,0.1731,0.1665,0.0,13.974,Conflicting
USB,14.79,-2.43,Fairly Valued,0.4456,0.3937,0.0003,4.7901,cluster_0,Financials,12.356394129979035,0.0701603522724,0.999,0.4319,28.81,-16.45,Undervalued,0.1731,0.1665,0.0,13.974,Conflicting
VZ,15.46,-3.73,Fairly Valued,0.4456,0.3937,0.0003,4.7901,cluster_0,Communication Services,11.734146341463417,0.0559966828405999,0.22,0.67440003,18.64,-6.91,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
VICI,16.86,-7.09,Undervalued,0.4456,0.3937,0.0003,4.7901,cluster_0,Real Estate,9.767123287671232,0.0441455759999999,0.676,0.6104,24.96,-15.19,Undervalued,0.1731,0.1665,0.0,13.974,Strong Undervalued
AOS,27.22,-11.47,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,15.754666666666669,0.1771492833465999,1.175,0.37330002,30.6,-14.85,Undervalued,0.1731,0.1665,0.0,13.974,Conflicting
A,28.41,-2.39,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Health Care,26.02004008016032,0.17022137202,1.256,0.202,31.21,-5.19,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
AME,28.27,6.04,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,34.30862329803328,0.1182154059179999,1.004,0.1918,27.81,6.5,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
ADI,36.3,25.78,Overvalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Information Technology,62.07875185735512,0.038006577,1.183,0.6057,31.74,30.34,Overvalued,0.1731,0.1665,0.0,13.974,Strong Overvalued
APTV,38.51,2.0,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Consumer Discretionary,40.50595238095238,0.040799998,1.334,0.0,32.15,8.36,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
BKR,27.55,-7.38,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Energy,20.172523961661344,0.1213362274368,0.938,0.29389998,27.24,-7.07,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
BALL,28.12,-11.51,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Materials,16.612244897959183,0.1287150403319999,1.014,0.2332,28.1,-11.49,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
BAC,34.82,-20.92,Undervalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,13.900744416873447,0.07738188,1.196,0.273,31.08,-17.18,Undervalued,0.1731,0.1665,0.0,13.974,Strong Undervalued
TECH,38.15,38.99,Overvalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Health Care,77.14285714285715,0.0289908610858,1.358,0.4571,33.67,43.47,Overvalued,0.1731,0.1665,0.0,13.974,Strong Overvalued
BLK,40.54,-14.56,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,25.97533350113265,0.0550209778496,1.434,0.5376,35.39,-9.41,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
BNY,30.93,-13.07,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,17.86352357320099,0.1002855679999999,1.065,0.2556,29.03,-11.17,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
BLDR,38.71,-9.03,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,29.683206106870227,0.06958,1.45,0.0,33.82,-4.14,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
CHRW,22.7,16.52,Overvalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,39.21862348178138,0.172064882,0.925,0.5061,27.4,11.82,Fairly Valued,0.1731,0.1665,0.0,13.974,Conflicting
COF,-52.69,109.53,Overvalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,56.84,0.0045234910223,1.037,0.86120003,30.44,26.4,Overvalued,0.1731,0.1665,0.0,13.974,Strong Overvalued
CARR,39.2,7.41,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,46.60666666666666,0.0386373,1.337,0.61,34.06,12.55,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
CBRE,28.72,1.74,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Real Estate,30.45890410958904,0.15597,1.221,0.0,30.13,0.33,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
CSCO,28.64,11.73,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Information Technology,40.36666666666667,0.1135304999999999,1.004,0.55,28.92,11.45,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
C,35.54,-18.28,Undervalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,17.262962962962966,0.054177867,1.115,0.2917,30.08,-12.82,Fairly Valued,0.1731,0.1665,0.0,13.974,Conflicting
CEG,28.28,-6.25,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Utilities,22.02777777777778,0.138808986381,1.091,0.1381,28.84,-6.81,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
CPRT,24.33,-5.23,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,19.099378881987576,0.17607,1.002,0.0,27.01,-7.91,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
GLW,32.61,53.54,Overvalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Information Technology,86.15384615384615,0.0772551,1.155,0.5385,30.86,55.29,Overvalued,0.1731,0.1665,0.0,13.974,Strong Overvalued
CRH,31.63,-11.87,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Materials,19.75510204081633,0.114115204,1.187,0.2783,30.76,-11.0,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
CSX,28.63,0.55,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,29.184049079754605,0.159819632,1.222,0.3252,31.15,-1.97,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
CMI,30.97,3.28,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,34.246105919003114,0.130600366062,1.24,0.4062,31.77,2.48,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
DE,27.36,5.32,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,32.68138087153367,0.116130827329,0.928,0.3671,27.31,5.37,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
DOV,31.48,-4.3,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,27.17875,0.1110751954059999,1.173,0.2594,30.48,-3.3,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
DHI,35.17,-20.7,Undervalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Consumer Discretionary,14.468544600938968,0.109957936,1.382,0.1596,33.25,-18.78,Undervalued,0.1731,0.1665,0.0,13.974,Strong Undervalued
ETN,30.82,7.48,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,38.29647749510763,0.1223809891289999,1.192,0.4129,31.13,7.17,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
ECL,25.15,10.81,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Materials,35.963414634146346,0.140505155,0.913,0.3735,26.99,8.97,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
EMR,36.43,-3.31,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,33.11805555555555,0.0614920689312,1.246,0.50119996,32.48,0.64,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
EFX,35.12,-6.3,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,28.82218309859155,0.091580007126,1.314,0.36270002,32.9,-4.08,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
FDX,33.69,-15.64,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,18.052828175026683,0.1101467289999999,1.299,0.3059,32.47,-14.42,Undervalued,0.1731,0.1665,0.0,13.974,Conflicting
FTV,32.4,2.98,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,35.37647058823529,0.057741836,0.989,0.1526,27.73,7.65,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
FCX,34.4,1.8,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Materials,36.1957671957672,0.106681568175,1.359,0.3175,33.28,2.92,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
GRMN,27.29,-0.8,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Consumer Discretionary,26.486033519553075,0.119035818,0.918,0.4018,27.28,-0.79,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
GM,39.82,-10.08,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Consumer Discretionary,29.744525547445253,0.0309195134598,1.3,0.2299,32.56,-2.82,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
GS,34.02,-14.6,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,19.418052256532068,0.104294612,1.291,0.2831,32.31,-12.89,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
HPE,41.5,3.52,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Information Technology,45.018691588785046,0.030987705,1.448,0.5093,35.39,9.63,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
HUBB,22.79,5.38,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,28.168340224453633,0.1745825606864004,0.911,0.32389998,26.67,1.5,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
IEX,31.59,0.78,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,32.36888888888889,0.0739256558244,0.991,0.42009997,28.56,3.81,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
IR,35.21,14.79,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,50.0,0.0540581878376999,1.195,0.0541,30.2,19.8,Overvalued,0.1731,0.1665,0.0,13.974,Conflicting
IBKR,26.19,12.78,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,38.97424892703862,0.20325212,1.329,0.1373,31.83,7.14,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
ICE,29.03,-8.65,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,20.37991266375546,0.0990073882293999,0.922,0.28530002,27.09,-6.71,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
IFF,35.81,-11.58,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Materials,24.23219814241486,0.0305333470091999,0.956,0.4954,28.54,-4.31,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
INTU,25.13,-8.24,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Information Technology,16.894383394383397,0.1612738239999999,0.964,0.2831,27.39,-10.5,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
ISRG,29.74,20.27,Overvalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Health Care,50.00729927007299,0.17232999,1.453,0.0,33.17,16.84,Overvalued,0.1731,0.1665,0.0,13.974,Strong Overvalued
JBHT,32.34,12.52,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,44.86201550387597,0.120934359252,1.305,0.2748,32.27,12.59,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
JCI,36.68,7.39,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,44.07317073170732,0.0699213536898,1.337,0.48009998,33.58,10.49,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
JPM,28.81,-13.45,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,15.360153256704985,0.118152847176,1.0,0.2824,28.11,-12.75,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
KEYS,25.83,30.64,Overvalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Information Technology,56.468599033816425,0.18174,1.221,0.0,29.8,26.67,Overvalued,0.1731,0.1665,0.0,13.974,Strong Overvalued
LH,29.53,-5.96,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Health Care,23.574844995571308,0.082289103,0.877,0.2551,26.43,-2.86,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
LEN,40.91,-26.76,Undervalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Consumer Discretionary,14.15360501567398,0.0505813185264,1.4,0.31350002,34.29,-20.14,Undervalued,0.1731,0.1665,0.0,13.974,Strong Undervalued
MLM,32.86,3.38,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Materials,36.24168236032643,0.07522968,1.102,0.2056,29.43,6.81,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
MGM,30.76,36.32,Overvalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Consumer Discretionary,67.08219178082192,0.13488,1.311,0.0,31.16,35.92,Overvalued,0.1731,0.1665,0.0,13.974,Strong Overvalued
MS,32.86,-13.47,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,19.38768115942029,0.1056206632775999,1.221,0.35549998,31.53,-12.14,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
NDAQ,28.76,-1.96,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,26.80120481927711,0.10930140324,0.974,0.32529998,27.88,-1.08,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
NWSA,31.91,0.6,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Communication Services,32.506329113924046,0.048721232,0.893,0.2532,26.76,5.75,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
NWS,31.59,5.45,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Communication Services,37.037974683544306,0.048721232,0.893,0.2532,26.73,10.31,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
NDSN,28.53,2.23,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,30.75880469583778,0.1120613199999999,0.98,0.3462,28.0,2.76,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
NSC,34.25,-7.8,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,26.44566133108678,0.0960193597155,1.272,0.45490003,32.59,-6.14,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
NTRS,34.33,-16.07,Undervalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,18.255497382198953,0.096924324,1.272,0.3298,32.23,-13.97,Undervalued,0.1731,0.1665,0.0,13.974,Strong Undervalued
ODFL,25.81,25.49,Overvalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,51.30480167014614,0.1782721709999999,1.18,0.2359,30.11,21.19,Overvalued,0.1731,0.1665,0.0,13.974,Strong Overvalued
PCAR,30.18,-5.02,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,25.16348195329087,0.094259628,0.992,0.2809,28.07,-2.91,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
PH,25.49,7.85,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,33.338745387453876,0.1824148036253998,1.138,0.26569998,29.65,3.69,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
PNR,28.37,-9.83,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,18.542713567839197,0.13096557,1.046,0.2563,28.61,-10.07,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
POOL,25.34,-7.42,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Consumer Discretionary,17.922794117647058,0.1850383639999999,1.089,0.4596,29.62,-11.7,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
PPG,29.28,-12.18,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Materials,17.097421203438394,0.1239485519999999,1.062,0.4026,29.33,-12.23,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
PHM,29.78,-17.86,Undervalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Consumer Discretionary,11.92352371732817,0.146766816,1.216,0.0928,30.51,-18.59,Undervalued,0.1731,0.1665,0.0,13.974,Strong Undervalued
PWR,29.75,67.33,Overvalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,97.08367626886144,0.12754441559398,1.215,0.057600003,29.85,67.23,Overvalued,0.1731,0.1665,0.0,13.974,Strong Overvalued
QCOM,30.78,-7.99,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Information Technology,22.790096878363833,0.2227042832166,1.596,0.38279998,36.44,-13.65,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
RJF,26.58,-12.0,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,14.579792256846082,0.1389344057289,0.951,0.19639999,27.06,-12.48,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
RVTY,35.83,12.08,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Health Care,47.91346153846153,0.0279264579999999,1.107,0.1346,29.37,18.54,Overvalued,0.1731,0.1665,0.0,13.974,Conflicting
ROK,35.66,11.94,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,47.599999999999994,0.1199585871549,1.561,0.55869997,36.68,10.92,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
SPGI,30.48,-3.95,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,26.530082330588986,0.1054560910410001,1.076,0.24350001,29.09,-2.56,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
CRM,29.45,-10.23,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Information Technology,19.222479721900346,0.1360079536908,1.151,0.19559999,29.89,-10.67,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
LUV,35.93,-5.62,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Industrials,30.313333333333333,0.0523224,1.156,0.48,31.2,-0.89,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
STT,39.37,-22.37,Undervalued,0.0896,0.0592,0.0369,15.6525,cluster_1,Financials,17.00101419878296,0.07511087,1.451,0.333,34.94,-17.94,Undervalued,0.1731,0.1665,0.0,13.974,Strong Undervalued
STLD,36.21,-5.9,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Materials,30.30653804930332,0.119292528,1.522,0.2176,35.27,-4.96,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
STE,30.41,-4.24,Fairly Valued,0.0896,0.0592,0.0369,15.6525,cluster_1,Health Care,26.174022698612863,0.078416464,0.923,0.3102,27.26,-1.09,Fairly Valued,0.1731,0.1665,0.0,13.974,Fairly Valued
